id,texto,intent,original,template,is_kid_optimized
kid_expresar_emocion_6820,soy tranquilo,EXPRESAR_EMOCION,soy tranquilo,me siento {emocion},True
kid_expresar_emocion_1717,hoy estoy feliz cumpleaños,EXPRESAR_EMOCION,hoy estoy feliz cumpleaños,hoy estoy {emocion},True
kid_expresar_emocion_10428,eh me siento cansado,EXPRESAR_EMOCION,eh me siento cansado,me siento {emocion},True
kid_ir_lugar_2940,quiero ir al baño,IR_LUGAR,quiero ir al baño,quiero ir al {lugar},True
kid_expresar_emocion_1932,este estoy feliz cumpleaños,EXPRESAR_EMOCION,este estoy feliz cumpleaños,estoy {emocion},True
kid_describir_dolor_14295,bueno dolor en rodilla,DESCRIBIR_DOLOR,bueno dolor en rodilla,dolor en {parte_cuerpo},True
kid_comer_beber_15452,quiero comer por favor,COMER_BEBER,quiero comer por favor,quiero comer,True
kid_expresar_emocion_8027,estoy cansado,EXPRESAR_EMOCION,estoy cansado,estoy {emocion},True
kid_expresar_necesidad_14673,donde está libro,EXPRESAR_NECESIDAD,donde está libro,donde está {objeto},True
kid_expresar_necesidad_6059,busco muñeca,EXPRESAR_NECESIDAD,busco muñeca,busco {objeto},True
kid_comer_beber_29430,quiero pizza por favor,COMER_BEBER,quiero pizza por favor,quiero {comida},True
kid_saludar_34201,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_jugar_22656,este juego con bloques,JUGAR,este juego con bloques,juego con {juguete},True
kid_pedir_ayuda_29421,ayúdame por favor,PEDIR_AYUDA,ayúdame por favor,ayúdame,True
kid_expresar_emocion_7665,estoy cansado,EXPRESAR_EMOCION,estoy cansado,estoy {emocion},True
kid_agradecer_11487,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_saludar_19172,hola papá emocionado,SALUDAR,hola papá emocionado,hola {persona} {emocion},True
kid_expresar_necesidad_30101,mm necesito crayones,EXPRESAR_NECESIDAD,mm necesito crayones,necesito {objeto},True
kid_expresar_emocion_26974,me siento asustado,EXPRESAR_EMOCION,me siento asustado,me siento {emocion},True
kid_ir_lugar_36773,bueno donde donde está casa,IR_LUGAR,bueno donde donde está casa,donde está {lugar},True
kid_despedir_32600,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_expresar_necesidad_18993,quiero tablet,EXPRESAR_NECESIDAD,quiero tablet,quiero {objeto},True
kid_jugar_38600,jugamos,JUGAR,jugamos,jugamos,True
kid_jugar_34634,jugamos,JUGAR,jugamos,jugamos,True
kid_jugar_29012,quiero jugar por favor,JUGAR,quiero jugar por favor,quiero jugar,True
kid_pedir_ayuda_16996,no sé comer,PEDIR_AYUDA,no sé comer,no sé {accion},True
kid_comer_beber_13256,este me da centro comercial,COMER_BEBER,este me da centro comercial,me da {comida},True
kid_comer_beber_38192,beber chocolate caliente,COMER_BEBER,beber chocolate caliente,beber {bebida},True
kid_expresar_necesidad_21389,me da juguete,EXPRESAR_NECESIDAD,me da juguete,me da {objeto},True
kid_pedir_ayuda_7579,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_saludar_37137,hola,SALUDAR,hola,hola,True
kid_jugar_18484,me gusta jugar fútbol,JUGAR,me gusta jugar fútbol,me gusta jugar {juego},True
kid_expresar_emocion_11249,me siento nervioso,EXPRESAR_EMOCION,me siento nervioso,me siento {emocion},True
kid_expresar_necesidad_33457,quiero crayones,EXPRESAR_NECESIDAD,quiero crayones,quiero {objeto},True
kid_ir_lugar_3314,donde está hospital,IR_LUGAR,donde está hospital,donde está {lugar},True
kid_jugar_5164,quiero auto,JUGAR,quiero auto,quiero {juguete},True
kid_expresar_necesidad_10319,dame muñeca,EXPRESAR_NECESIDAD,dame muñeca,dame {objeto},True
kid_comer_beber_26260,comer empanadilla,COMER_BEBER,comer empanadilla,comer {comida},True
kid_jugar_35254,jugar con bloques,JUGAR,jugar con bloques,jugar con {juguete},True
kid_pedir_ayuda_33966,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_expresar_emocion_2675,hoy estoy triste,EXPRESAR_EMOCION,hoy estoy triste,hoy estoy {emocion},True
kid_expresar_emocion_10158,estoy muy entristecer,EXPRESAR_EMOCION,estoy muy entristecer,estoy muy {emocion},True
kid_saludar_35766,eh hola abuelo cómo estás,SALUDAR,eh hola abuelo cómo estás,hola {persona} cómo estás,True
kid_describir_dolor_28641,dolor en dedo,DESCRIBIR_DOLOR,dolor en dedo,dolor en {parte_cuerpo},True
kid_expresar_emocion_29296,estoy muy feliz navidad,EXPRESAR_EMOCION,estoy muy feliz navidad,estoy muy {emocion},True
kid_expresar_necesidad_18758,necesito agua,EXPRESAR_NECESIDAD,necesito agua,necesito {objeto},True
kid_despedir_9731,chau chau hermana,DESPEDIR,chau chau hermana,chau {persona},True
kid_jugar_8447,bueno juego con rompecabezas,JUGAR,bueno juego con rompecabezas,juego con {juguete},True
kid_pedir_ayuda_25504,ayuda hermano,PEDIR_AYUDA,ayuda hermano,ayuda {persona},True
kid_ir_lugar_15932,al casa,IR_LUGAR,al casa,al {lugar},True
kid_jugar_1463,juego con auto,JUGAR,juego con auto,juego con {juguete},True
kid_ir_lugar_12222,ir a hospital,IR_LUGAR,ir a hospital,ir a {lugar},True
kid_saludar_3502,hola,SALUDAR,hola,hola,True
kid_comer_beber_25883,más helado,COMER_BEBER,más helado,más {comida},True
kid_ir_lugar_38311,al hospital,IR_LUGAR,al hospital,al {lugar},True
kid_expresar_necesidad_28270,tengo sueño,EXPRESAR_NECESIDAD,tengo sueño,tengo {necesidad},True
kid_describir_dolor_1963,duele brazo,DESCRIBIR_DOLOR,duele brazo,duele {parte_cuerpo},True
kid_describir_dolor_4408,bueno duele cabeza,DESCRIBIR_DOLOR,bueno duele cabeza,duele {parte_cuerpo},True
kid_describir_dolor_1598,me duele espalda,DESCRIBIR_DOLOR,me duele espalda,me duele {parte_cuerpo},True
kid_ir_lugar_12077,donde está parque,IR_LUGAR,donde está parque,donde está {lugar},True
kid_expresar_emocion_15383,hoy estoy triste,EXPRESAR_EMOCION,hoy estoy triste,hoy estoy {emocion},True
kid_expresar_emocion_4283,estoy muy enojado,EXPRESAR_EMOCION,estoy muy enojado,estoy muy {emocion},True
kid_ir_lugar_26755,busco baño baño,IR_LUGAR,busco baño baño,busco {lugar},True
kid_saludar_19079,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_saludar_26181,hola,SALUDAR,hola,hola,True
kid_pedir_ayuda_29353,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_despedir_8961,me voy,DESPEDIR,me voy,me voy,True
kid_describir_dolor_28540,me duele,DESCRIBIR_DOLOR,me duele,me duele,True
kid_jugar_27263,quiero rompecabezas por favor,JUGAR,quiero rompecabezas por favor,quiero {juguete},True
kid_saludar_37133,este hey hermana,SALUDAR,este hey hermana,hey {persona},True
kid_describir_dolor_27402,me pegué en rodilla,DESCRIBIR_DOLOR,me pegué en rodilla,me pegué en {parte_cuerpo},True
kid_expresar_emocion_22252,mm estoy muy feliz cumpleaños,EXPRESAR_EMOCION,mm estoy muy feliz cumpleaños,estoy muy {emocion},True
kid_pedir_ayuda_5262,ayuda con juguete,PEDIR_AYUDA,ayuda con juguete,ayuda con {objeto},True
kid_expresar_necesidad_38870,tengo ganas de dormir,EXPRESAR_NECESIDAD,tengo ganas de dormir,tengo ganas de {accion},True
kid_describir_dolor_13814,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_comer_beber_8936,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_describir_dolor_34112,me duele,DESCRIBIR_DOLOR,me duele,me duele,True
kid_jugar_18534,juguemos fútbol,JUGAR,juguemos fútbol,juguemos {juego},True
kid_jugar_17439,eh quiero bicicleta por favor,JUGAR,eh quiero bicicleta por favor,quiero {juguete},True
kid_ir_lugar_28749,busco busco plaza,IR_LUGAR,busco busco plaza,busco {lugar},True
kid_expresar_necesidad_3919,necesito bloques,EXPRESAR_NECESIDAD,necesito bloques,necesito {objeto},True
kid_jugar_15113,juguemos rayuela,JUGAR,juguemos rayuela,juguemos {juego},True
kid_pedir_ayuda_27414,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_comer_beber_16626,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_describir_dolor_37523,me duele,DESCRIBIR_DOLOR,me duele,me duele,True
kid_despedir_6372,adiós tío,DESPEDIR,adiós tío,adiós {persona},True
kid_expresar_emocion_6636,bueno bueno estoy nervioso,EXPRESAR_EMOCION,bueno bueno estoy nervioso,estoy {emocion},True
kid_saludar_33613,hola amiga,SALUDAR,hola amiga,hola {persona},True
kid_comer_beber_1673,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_jugar_6282,jugar con bloques,JUGAR,jugar con bloques,jugar con {juguete},True
kid_describir_dolor_7730,me lastimé espalda,DESCRIBIR_DOLOR,me lastimé espalda,me lastimé {parte_cuerpo},True
kid_jugar_36755,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_38868,eh ayuda por favor,PEDIR_AYUDA,eh ayuda por favor,ayuda por favor,True
kid_pedir_ayuda_28624,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_despedir_30525,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_ir_lugar_36306,este donde está baño,IR_LUGAR,este donde está baño,donde está {lugar},True
kid_pedir_ayuda_11465,ayuda amigo amigo,PEDIR_AYUDA,ayuda amigo amigo,ayuda {persona},True
kid_describir_dolor_5836,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_expresar_emocion_8929,me siento cansado,EXPRESAR_EMOCION,me siento cansado,me siento {emocion},True
kid_jugar_23062,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_pedir_ayuda_37356,eh ayuda con muñeca muñeca,PEDIR_AYUDA,eh ayuda con muñeca muñeca,ayuda con {objeto},True
kid_expresar_necesidad_29375,mm busco pelota,EXPRESAR_NECESIDAD,mm busco pelota,busco {objeto},True
kid_despedir_6850,me voy,DESPEDIR,me voy,me voy,True
kid_saludar_27129,hey papá,SALUDAR,hey papá,hey {persona},True
kid_expresar_necesidad_20507,busco agua agua,EXPRESAR_NECESIDAD,busco agua agua,busco {objeto},True
kid_despedir_10811,bueno me voy,DESPEDIR,bueno me voy,me voy,True
kid_comer_beber_24538,comer edificio comercial,COMER_BEBER,comer edificio comercial,comer {comida},True
kid_comer_beber_37436,me da helado,COMER_BEBER,me da helado,me da {comida},True
kid_comer_beber_22597,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_expresar_necesidad_29994,necesito auto,EXPRESAR_NECESIDAD,necesito auto,necesito {objeto},True
kid_expresar_necesidad_9992,mm tengo calor,EXPRESAR_NECESIDAD,mm tengo calor,tengo {necesidad},True
kid_expresar_emocion_35109,soy tranquilo,EXPRESAR_EMOCION,soy tranquilo,soy {emocion},True
kid_ir_lugar_714,este busco busco cocina,IR_LUGAR,este busco busco cocina,busco {lugar},True
kid_saludar_12892,buenos días,SALUDAR,buenos días,buenos días,True
kid_saludar_9751,hey amiga amiga,SALUDAR,hey amiga amiga,hey {persona},True
kid_jugar_27223,quiero bloques,JUGAR,quiero bloques,quiero {juguete},True
kid_comer_beber_22693,más copaneca,COMER_BEBER,más copaneca,más {comida},True
kid_pedir_ayuda_13776,ayuda hermana,PEDIR_AYUDA,ayuda hermana,ayuda {persona},True
kid_expresar_necesidad_34769,mm dame pelota,EXPRESAR_NECESIDAD,mm dame pelota,dame {objeto},True
kid_jugar_17521,jugamos,JUGAR,jugamos,jugamos,True
kid_expresar_emocion_37538,me pone cansado,EXPRESAR_EMOCION,me pone cansado,me pone {emocion},True
kid_expresar_emocion_1307,estoy contento,EXPRESAR_EMOCION,estoy contento,estoy {emocion},True
kid_ir_lugar_29860,busco baño baño,IR_LUGAR,busco baño baño,busco {lugar},True
kid_despedir_2644,me voy,DESPEDIR,me voy,me voy,True
kid_saludar_35061,este hola hermana asustado,SALUDAR,este hola hermana asustado,hola {persona} {emocion},True
kid_saludar_7962,bueno buenos días,SALUDAR,bueno buenos días,buenos días,True
kid_expresar_necesidad_28717,me da muñeca,EXPRESAR_NECESIDAD,me da muñeca,me da {objeto},True
kid_expresar_necesidad_17823,busco agua,EXPRESAR_NECESIDAD,busco agua,busco {objeto},True
kid_expresar_emocion_8561,este estoy entristecer,EXPRESAR_EMOCION,este estoy entristecer,estoy {emocion},True
kid_expresar_emocion_25487,estoy feliz cumpleaños,EXPRESAR_EMOCION,estoy feliz cumpleaños,estoy {emocion},True
kid_jugar_20588,me gusta jugar fútbol,JUGAR,me gusta jugar fútbol,me gusta jugar {juego},True
kid_expresar_necesidad_20018,eh me da agua,EXPRESAR_NECESIDAD,eh me da agua,me da {objeto},True
kid_comer_beber_17446,me da comercio comercio,COMER_BEBER,me da comercio comercio,me da {comida},True
kid_pedir_ayuda_34482,no sé cantar,PEDIR_AYUDA,no sé cantar,no sé {accion},True
kid_agradecer_33834,gracias por dormir,AGRADECER,gracias por dormir,gracias por {accion},True
kid_despedir_22637,bueno chau amigo amigo,DESPEDIR,bueno chau amigo amigo,chau {persona},True
kid_saludar_14554,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_describir_dolor_16876,dolor en espalda,DESCRIBIR_DOLOR,dolor en espalda,dolor en {parte_cuerpo},True
kid_saludar_35624,mm hola cómo estás,SALUDAR,mm hola cómo estás,hola cómo estás,True
kid_describir_dolor_15163,este tengo dolor,DESCRIBIR_DOLOR,este tengo dolor,tengo dolor,True
kid_comer_beber_36601,este me da campana,COMER_BEBER,este me da campana,me da {comida},True
kid_agradecer_28742,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_expresar_necesidad_5215,este dame juguete,EXPRESAR_NECESIDAD,este dame juguete,dame {objeto},True
kid_expresar_necesidad_992,busco muñeca,EXPRESAR_NECESIDAD,busco muñeca,busco {objeto},True
kid_comer_beber_31544,eh tengo hambre,COMER_BEBER,eh tengo hambre,tengo hambre,True
kid_expresar_emocion_14844,estoy asustado,EXPRESAR_EMOCION,estoy asustado,estoy {emocion},True
kid_expresar_necesidad_37552,este tengo calor,EXPRESAR_NECESIDAD,este tengo calor,tengo {necesidad},True
kid_describir_dolor_9441,eh duele brazo,DESCRIBIR_DOLOR,eh duele brazo,duele {parte_cuerpo},True
kid_expresar_necesidad_3941,quiero estudiar,EXPRESAR_NECESIDAD,quiero estudiar,quiero {accion},True
kid_jugar_38982,juego con pelota,JUGAR,juego con pelota,juego con {juguete},True
kid_expresar_emocion_30356,me pone nervioso,EXPRESAR_EMOCION,me pone nervioso,me pone {emocion},True
kid_pedir_ayuda_3662,ayuda con crayones,PEDIR_AYUDA,ayuda con crayones,ayuda con {objeto},True
kid_expresar_necesidad_19008,tengo aburrimiento aburrimiento,EXPRESAR_NECESIDAD,tengo aburrimiento aburrimiento,tengo {necesidad},True
kid_despedir_9245,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_comer_beber_5420,beber agua,COMER_BEBER,beber agua,beber {bebida},True
kid_expresar_necesidad_21019,busco bloques,EXPRESAR_NECESIDAD,busco bloques,busco {objeto},True
kid_agradecer_26157,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_saludar_36298,hey amigo,SALUDAR,hey amigo,hey {persona},True
kid_pedir_ayuda_2438,mm no puedo leer,PEDIR_AYUDA,mm no puedo leer,no puedo {accion},True
kid_expresar_necesidad_23558,eh tengo ganas de estudiar,EXPRESAR_NECESIDAD,eh tengo ganas de estudiar,tengo ganas de {accion},True
kid_expresar_emocion_19037,mm estoy muy triste,EXPRESAR_EMOCION,mm estoy muy triste,estoy muy {emocion},True
kid_despedir_28940,eh adiós tía,DESPEDIR,eh adiós tía,adiós {persona},True
kid_expresar_necesidad_4147,tengo ganas de bailar,EXPRESAR_NECESIDAD,tengo ganas de bailar,tengo ganas de {accion},True
kid_pedir_ayuda_27317,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_pedir_ayuda_27738,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_jugar_25733,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_expresar_necesidad_30241,me da libro,EXPRESAR_NECESIDAD,me da libro,me da {objeto},True
kid_expresar_necesidad_25897,tengo sueño sueño,EXPRESAR_NECESIDAD,tengo sueño sueño,tengo {necesidad},True
kid_expresar_necesidad_8011,este dame crayones,EXPRESAR_NECESIDAD,este dame crayones,dame {objeto},True
kid_pedir_ayuda_25139,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_expresar_necesidad_33126,quiero jugar,EXPRESAR_NECESIDAD,quiero jugar,quiero {accion},True
kid_expresar_necesidad_3343,tengo ganas de cantar,EXPRESAR_NECESIDAD,tengo ganas de cantar,tengo ganas de {accion},True
kid_expresar_emocion_6989,estoy feliz cumpleaños,EXPRESAR_EMOCION,estoy feliz cumpleaños,estoy {emocion},True
kid_pedir_ayuda_11108,este ayuda,PEDIR_AYUDA,este ayuda,ayuda,True
kid_comer_beber_28364,comer sandwich,COMER_BEBER,comer sandwich,comer {comida},True
kid_jugar_19571,quiero bloques,JUGAR,quiero bloques,quiero {juguete},True
kid_pedir_ayuda_21842,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_comer_beber_12956,comer fruta,COMER_BEBER,comer fruta,comer {comida},True
kid_ir_lugar_33903,vamos al escuela,IR_LUGAR,vamos al escuela,vamos al {lugar},True
kid_comer_beber_24037,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_comer_beber_1655,este comer verduras,COMER_BEBER,este comer verduras,comer {comida},True
kid_comer_beber_2740,comer comerciante,COMER_BEBER,comer comerciante,comer {comida},True
kid_jugar_9172,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_ir_lugar_12366,este busco hospital,IR_LUGAR,este busco hospital,busco {lugar},True
kid_comer_beber_30443,este más disfrutar,COMER_BEBER,este más disfrutar,más {comida},True
kid_agradecer_13605,gracias amigo,AGRADECER,gracias amigo,gracias {persona},True
kid_describir_dolor_10355,me pegué en dedo,DESCRIBIR_DOLOR,me pegué en dedo,me pegué en {parte_cuerpo},True
kid_jugar_36741,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_jugar_33987,mm juego con muñeca,JUGAR,mm juego con muñeca,juego con {juguete},True
kid_saludar_38270,buenos días,SALUDAR,buenos días,buenos días,True
kid_expresar_emocion_6610,estoy feliz,EXPRESAR_EMOCION,estoy feliz,estoy {emocion},True
kid_pedir_ayuda_16627,mm me ayudas,PEDIR_AYUDA,mm me ayudas,me ayudas,True
kid_comer_beber_23688,tengo hambre,COMER_BEBER,tengo hambre,tengo hambre,True
kid_expresar_emocion_10261,me pone cansado cansado,EXPRESAR_EMOCION,me pone cansado cansado,me pone {emocion},True
kid_jugar_11015,bueno jugar con peluche,JUGAR,bueno jugar con peluche,jugar con {juguete},True
kid_pedir_ayuda_6683,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_expresar_emocion_13648,soy feliz cumpleaños cumpleaños,EXPRESAR_EMOCION,soy feliz cumpleaños cumpleaños,soy {emocion},True
kid_pedir_ayuda_24490,no puedo cantar,PEDIR_AYUDA,no puedo cantar,no puedo {accion},True
kid_agradecer_39276,eh gracias,AGRADECER,eh gracias,gracias,True
kid_despedir_37824,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_comer_beber_39130,quiero agua por favor,COMER_BEBER,quiero agua por favor,quiero agua,True
kid_jugar_32984,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_comer_beber_39844,quiero comerciante,COMER_BEBER,quiero comerciante,quiero {comida},True
kid_expresar_necesidad_20641,tengo ganas de leer,EXPRESAR_NECESIDAD,tengo ganas de leer,tengo ganas de {accion},True
kid_jugar_23242,jugamos,JUGAR,jugamos,jugamos,True
kid_despedir_39907,chau,DESPEDIR,chau,chau,True
kid_jugar_25393,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_comer_beber_14359,más sandwich,COMER_BEBER,más sandwich,más {comida},True
kid_expresar_necesidad_8673,tengo frío,EXPRESAR_NECESIDAD,tengo frío,tengo {necesidad},True
kid_expresar_emocion_28406,mm estoy muy entristecer,EXPRESAR_EMOCION,mm estoy muy entristecer,estoy muy {emocion},True
kid_describir_dolor_30195,dolor en barriga,DESCRIBIR_DOLOR,dolor en barriga,dolor en {parte_cuerpo},True
kid_ir_lugar_18573,bueno al parque,IR_LUGAR,bueno al parque,al {lugar},True
kid_despedir_28792,adiós papá,DESPEDIR,adiós papá,adiós {persona},True
kid_expresar_necesidad_11201,dame tablet por favor,EXPRESAR_NECESIDAD,dame tablet por favor,dame {objeto},True
kid_comer_beber_16768,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_ir_lugar_11322,eh quiero ir al parque,IR_LUGAR,eh quiero ir al parque,quiero ir al {lugar},True
kid_pedir_ayuda_18662,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_comer_beber_160,comer panamá,COMER_BEBER,comer panamá,comer {comida},True
kid_pedir_ayuda_32240,ayuda ayuda por favor,PEDIR_AYUDA,ayuda ayuda por favor,ayuda por favor,True
kid_despedir_17281,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_ir_lugar_25594,busco escuela,IR_LUGAR,busco escuela,busco {lugar},True
kid_describir_dolor_24614,me duele,DESCRIBIR_DOLOR,me duele,me duele,True
kid_jugar_18387,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_ir_lugar_19828,ir a hospital,IR_LUGAR,ir a hospital,ir a {lugar},True
kid_describir_dolor_28266,duele pierna,DESCRIBIR_DOLOR,duele pierna,duele {parte_cuerpo},True
